OBJECTID,GEOID,NAME,Total_Population,White_Total,Black_Total,AmerInd_AlaskaNat_Total,Asian_Total,NatHawaii_OthPI_Total,Some_Other_Race_Total,Two_or_More_Races_Total,WhiteNH_Total,POC_Total,Total_Under_18,White_Under_18,Black_Under_18,AmerInd_AlaskaNat_Under_18,Asian_Under_18,NatHawaii_OthPI_Under_18,Some_Other_Race_Under_18,Two_or_More_Races_Under_18,WhiteNH_Under_18,POC_Under_18,Total_65_and_Over,White_65_and_Over,Black_65_and_Over,AmerInd_AlaskaNat_65_and_Over,Asian_65_and_Over,NatHawaii_OthPI_65_and_Over,Some_Other_Race_65_and_Over,Two_or_More_Races_65_and_Over,WhiteNH_65_and_Over,POC_65_and_Over,Total_18_to_64,White_18_to_64,Black_18_to_64,AmerInd_AlaskaNat_18_to_64,Asian_18_to_64,NatHawaii_OthPI_18_to_64,Some_Other_Race_18_to_64,Two_or_More_Races_18_to_64,WhiteNH_18_to_64,POC_18_to_64,ACS_VINTAGE,TRACT_LABEL,JURISDICTION,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES
1901,53033007902,"Census Tract 79.02, King County, Washington",3843,2396,668,10,455,0,36,278,2396,1447,398,293,98,0,5,0,0,2,293,105,246,168,19,0,0,0,15,44,168,78,3199,1935,551,10,450,0,21,232,1935,1264,5Y22,79.02,Seattle,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park"
1902,53033008002,"Census Tract 80.02, King County, Washington",4263,2288,491,25,1118,0,84,257,2204,2059,69,39,0,0,0,0,0,30,39,30,644,500,48,0,96,0,0,0,500,144,3550,1749,443,25,1022,0,84,227,1665,1885,5Y22,80.02,Seattle,13.1,13,Belltown,"Belltown, Denny Regrade"
1903,53033008003,"Census Tract 80.03, King County, Washington",4109,2142,242,0,986,0,342,397,2012,2097,29,0,0,0,29,0,0,0,0,29,370,305,0,0,65,0,0,0,305,65,3710,1837,242,0,892,0,342,397,1707,2003,5Y22,80.03,Seattle,13.1,13,Belltown,"Belltown, Denny Regrade"
1904,53033008004,"Census Tract 80.04, King County, Washington",3060,1864,65,0,708,0,0,423,1793,1267,51,0,0,0,0,0,0,51,0,51,270,252,0,0,18,0,0,0,252,18,2739,1612,65,0,690,0,0,372,1541,1198,5Y22,80.04,Seattle,13.1,13,Belltown,"Belltown, Denny Regrade"
1905,53033008101,"Census Tract 81.01, King County, Washington",2661,1789,105,27,572,0,39,129,1686,975,53,20,0,0,0,0,0,33,0,53,626,442,17,0,129,0,22,16,442,184,1982,1327,88,27,443,0,17,80,1244,738,5Y22,81.01,Seattle,13.2,13,Downtown Commercial Core,"Downtown Commercial Core, West Edge, Central Business District, Pike Place Market, Pioneer Square"
1906,53033008102,"Census Tract 81.02, King County, Washington",3244,1819,321,46,695,0,73,290,1783,1461,152,59,60,0,0,0,0,33,59,93,374,268,63,12,22,0,1,8,268,106,2718,1492,198,34,673,0,72,249,1456,1262,5Y22,81.02,Seattle,13.2,13,Downtown Commercial Core,"Downtown Commercial Core, West Edge, Central Business District, Pike Place Market, Pioneer Square"
1907,53033008200,"Census Tract 82, King County, Washington",4567,2572,195,0,1306,0,65,429,2531,2036,178,88,0,0,41,0,0,49,88,90,675,571,44,0,9,0,0,51,571,104,3714,1913,151,0,1256,0,65,329,1872,1842,5Y22,82,Seattle,6.1,6,First Hill,"First Hill, Yesler Terrace, Squire Park"
1908,53033008300,"Census Tract 83, King County, Washington",3517,1973,252,0,971,0,63,258,1918,1599,116,32,0,0,84,0,0,0,32,84,530,385,66,0,79,0,0,0,357,173,2871,1556,186,0,808,0,63,258,1529,1342,5Y22,83,Seattle,6.1,6,First Hill,"First Hill, Yesler Terrace, Squire Park"
1909,53033008401,"Census Tract 84.01, King County, Washington",3214,1747,67,23,1032,31,55,259,1708,1506,162,117,14,0,0,31,0,0,117,45,506,188,0,23,245,0,12,38,188,318,2546,1442,53,0,787,0,43,221,1403,1143,5Y22,84.01,Seattle,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill"
1910,53033008402,"Census Tract 84.02, King County, Washington",2753,1863,200,11,277,0,14,388,1657,1096,11,11,0,0,0,0,0,0,11,0,70,46,0,0,0,0,0,24,46,24,2672,1806,200,11,277,0,14,364,1600,1072,5Y22,84.02,Seattle,6.2,6,Capitol Hill,"Capitol Hill, Pike/Pine, Broadway, First Hill"
1911,53033008500,"Census Tract 85, King County, Washington",4314,2376,788,27,686,21,221,195,2261,2053,252,58,170,0,10,0,0,14,25,227,753,518,104,0,114,0,0,17,508,245,3309,1800,514,27,562,21,221,164,1728,1581,5Y22,85,Seattle,6.1,6,First Hill,"First Hill, Yesler Terrace, Squire Park"
1912,53033008600,"Census Tract 86, King County, Washington",6721,3532,522,21,1497,6,205,938,2935,3786,230,119,17,0,16,0,19,59,37,193,273,116,35,0,33,0,0,89,116,157,6218,3297,470,21,1448,6,186,790,2782,3436,5Y22,86,Seattle,6.1,6,First Hill,"First Hill, Yesler Terrace, Squire Park"
1913,53033008700,"Census Tract 87, King County, Washington",4767,2508,664,22,843,6,100,624,2430,2337,520,133,52,0,75,0,0,260,123,397,456,196,103,0,140,0,0,17,196,260,3791,2179,509,22,628,6,100,347,2111,1680,5Y22,87,Seattle,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park"
1914,53033008800,"Census Tract 88, King County, Washington",4274,2741,709,20,207,0,331,266,2686,1588,824,451,80,0,0,0,205,88,451,373,408,192,196,0,20,0,0,0,192,216,3042,2098,433,20,187,0,126,178,2043,999,5Y22,88,Seattle,5.3,5,Central Area/Squire Park,"Central Area, Mann, Minor, Squire Park"
1915,53033008900,"Census Tract 89, King County, Washington",6117,3537,730,29,674,0,292,855,3329,2788,1010,587,123,0,64,0,0,236,587,423,971,335,80,0,151,0,266,139,328,643,4136,2615,527,29,459,0,26,480,2414,1722,5Y22,89,Seattle,5.1,5,Madrona/Leschi,"Madrona, Leschi, Harrison/Denny-Blaine"
1916,53033009000,"Census Tract 90, King County, Washington",3890,1657,601,31,809,10,272,510,1548,2342,452,56,131,0,5,0,92,168,43,409,834,232,102,17,421,0,35,27,232,602,2604,1369,368,14,383,10,145,315,1273,1331,5Y22,90,Seattle,5.2,5,Judkins Park,"Judkins Park, Central Area, Little Saigon, Atlantic"
1917,53033009100,"Census Tract 91, King County, Washington",2762,669,154,28,1591,0,83,237,648,2114,213,12,38,0,133,0,18,12,12,201,956,37,34,28,830,0,0,27,37,919,1593,620,82,0,628,0,65,198,599,994,5Y22,91,Seattle,13.3,13,Pioneer Square/International District,"Pioneer Square, International District, Chinatown, Little Saigon, ID, Chinatown-International District"
1918,53033009200,"Census Tract 92, King County, Washington",3130,1614,337,0,970,0,18,191,1532,1598,179,0,0,0,149,0,0,30,0,179,535,172,1,0,311,0,11,40,172,363,2416,1442,336,0,510,0,7,121,1360,1056,5Y22,92,Seattle,13.3,13,Pioneer Square/International District,"Pioneer Square, International District, Chinatown, Little Saigon, ID, Chinatown-International District"
1919,53033009300,"Census Tract 93, King County, Washington",3224,1914,212,66,536,25,116,355,1838,1386,216,195,0,0,4,0,0,17,195,21,522,270,24,13,145,25,0,45,256,266,2486,1449,188,53,387,0,116,293,1387,1099,5Y22,93,Seattle,3.3,3,Duwamish/SODO,"Duwamish, SODO, Pioneer Square"
1920,53033009400,"Census Tract 94, King County, Washington",6382,2857,898,48,1421,180,395,583,2584,3798,553,240,0,0,41,0,90,182,224,329,1206,141,638,0,348,0,0,79,141,1065,4623,2476,260,48,1032,180,305,322,2219,2404,5Y22,94,Seattle,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park"
1921,53033009500,"Census Tract 95, King County, Washington",7052,3718,1232,23,1093,0,345,641,3542,3510,1455,605,510,0,106,0,0,234,590,865,1104,587,47,0,315,0,60,95,587,517,4493,2526,675,23,672,0,285,312,2365,2128,5Y22,95,Seattle,4.4,4,Mt. Baker/North Rainier,"Mt. Baker, North Rainier, Atlantic"
1922,53033009600,"Census Tract 96, King County, Washington",5786,4845,0,4,441,2,70,424,4774,1012,787,605,0,0,16,0,0,166,605,182,1148,1075,0,0,32,0,22,19,1075,73,3851,3165,0,4,393,2,48,239,3094,757,5Y22,96,Seattle,1.4,1,Alki/Admiral,"Alki, Admiral"
1923,53033009701,"Census Tract 97.01, King County, Washington",5975,4643,599,16,337,0,65,315,4570,1405,917,628,131,0,86,0,0,72,613,304,1109,1067,18,0,23,0,0,1,1048,61,3949,2948,450,16,228,0,65,242,2909,1040,5Y22,97.01,Seattle,1.4,1,Alki/Admiral,"Alki, Admiral"
1924,53033009702,"Census Tract 97.02, King County, Washington",5972,5346,83,0,175,17,8,343,5067,905,1295,1141,0,0,0,0,0,154,1034,261,711,632,0,0,47,0,0,32,631,80,3966,3573,83,0,128,17,8,157,3402,564,5Y22,97.02,Seattle,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral"
1925,53033009801,"Census Tract 98.01, King County, Washington",3291,2736,0,0,87,0,12,456,2676,615,656,469,0,0,21,0,0,166,459,197,364,364,0,0,0,0,0,0,336,28,2271,1903,0,0,66,0,12,290,1881,390,5Y22,98.01,Seattle,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral"
1926,53033009802,"Census Tract 98.02, King County, Washington",3970,3236,230,51,223,0,0,230,3064,906,704,602,0,35,0,0,0,67,522,182,534,517,0,0,0,0,0,17,517,17,2732,2117,230,16,223,0,0,146,2025,707,5Y22,98.02,Seattle,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral"
1927,53033009900,"Census Tract 99, King County, Washington",5745,3538,389,0,728,13,370,707,3392,2353,581,335,0,0,48,0,14,184,314,267,611,308,37,0,12,0,109,145,282,329,4553,2895,352,0,668,13,247,378,2796,1757,5Y22,99,Seattle,2.1,2,North Delridge,"North Delridge, Pigeon Point, Avalon, Luna Park, Harbor Island"
1928,53033010001,"Census Tract 100.01, King County, Washington",4243,1220,1011,144,1276,105,266,221,1135,3108,764,159,314,60,77,0,64,90,118,646,659,162,70,0,403,0,20,4,162,497,2820,899,627,84,796,105,182,127,855,1965,5Y22,100.01,Seattle,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park"
1929,53033010002,"Census Tract 100.02, King County, Washington",4974,2293,466,8,1384,14,295,514,2179,2795,611,199,107,0,82,0,52,171,188,423,756,144,41,8,433,0,50,80,143,613,3607,1950,318,0,869,14,193,263,1848,1759,5Y22,100.02,Seattle,3.6,3,North Beacon Hill/Jefferson Park,"North Beacon Hill, Jefferson Park"
1930,53033010101,"Census Tract 101.01, King County, Washington",4357,1500,1184,17,860,0,410,386,1474,2883,1123,366,510,0,83,0,24,140,351,772,476,200,81,7,177,0,6,5,200,276,2758,934,593,10,600,0,380,241,923,1835,5Y22,101.01,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City"
1931,53033010102,"Census Tract 101.02, King County, Washington",4762,2785,419,50,477,36,89,906,2757,2005,928,527,90,13,94,0,0,204,527,401,660,339,132,9,108,0,0,72,339,321,3174,1919,197,28,275,36,89,630,1891,1283,5Y22,101.02,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City"
1932,53033010200,"Census Tract 102, King County, Washington",5253,3196,624,0,794,0,80,559,3064,2189,1136,741,35,0,64,0,36,260,717,419,989,458,257,0,197,0,0,77,458,531,3128,1997,332,0,533,0,44,222,1889,1239,5Y22,102,Seattle,4.3,4,Seward Park,"Seward Park, Hillman City"
1933,53033010301,"Census Tract 103.01, King County, Washington",4036,1859,1069,0,691,39,72,306,1840,2196,910,343,374,0,54,12,0,127,343,567,515,227,67,0,203,0,7,11,227,288,2611,1289,628,0,434,27,65,168,1270,1341,5Y22,103.01,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City"
1934,53033010302,"Census Tract 103.02, King County, Washington",3153,2247,210,11,397,0,93,195,2226,927,255,177,14,0,14,0,0,50,177,78,204,193,0,11,0,0,0,0,193,11,2694,1877,196,0,383,0,93,145,1856,838,5Y22,103.02,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City"
1935,53033010401,"Census Tract 104.01, King County, Washington",4517,1156,670,156,1892,0,208,435,1156,3361,808,182,125,41,217,0,46,197,182,626,643,121,85,0,425,0,0,12,121,522,3066,853,460,115,1250,0,162,226,853,2213,5Y22,104.01,Seattle,3.5,3,Beacon Hill,Beacon Hill
1936,53033010402,"Census Tract 104.02, King County, Washington",4768,1145,332,0,2612,3,306,370,992,3776,930,209,114,0,329,0,96,182,169,761,960,52,35,0,826,0,11,36,52,908,2878,884,183,0,1457,3,199,152,771,2107,5Y22,104.02,Seattle,3.5,3,Beacon Hill,Beacon Hill
1937,53033010501,"Census Tract 105.01, King County, Washington",4500,3441,113,23,225,29,103,566,3426,1074,546,339,0,0,0,0,0,207,339,207,491,440,19,0,7,8,0,17,440,51,3463,2662,94,23,218,21,103,342,2647,816,5Y22,105.01,Seattle,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral"
1938,53033010502,"Census Tract 105.02, King County, Washington",5768,4468,189,24,108,0,250,729,4428,1340,586,389,0,0,0,0,76,121,389,197,910,864,8,0,17,0,0,21,864,46,4272,3215,181,24,91,0,174,587,3175,1097,5Y22,105.02,Seattle,1.3,1,West Seattle Junction/Genesee Hill,"Seaview, Fairmount Park, Morgan Junction, Genesee Hill, Belvidere, West Seattle Junction, Alaska Junction, Admiral"
1939,53033010601,"Census Tract 106.01, King County, Washington",4233,3297,83,0,334,0,211,308,3219,1014,548,336,0,0,0,0,70,142,336,212,660,660,0,0,0,0,0,0,660,0,3025,2301,83,0,334,0,141,166,2223,802,5Y22,106.01,Seattle,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park"
1940,53033010602,"Census Tract 106.02, King County, Washington",3744,3143,82,0,143,0,47,329,3143,601,608,465,41,0,7,0,5,90,465,143,559,509,0,0,37,0,13,0,509,50,2577,2169,41,0,99,0,29,239,2169,408,5Y22,106.02,Seattle,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park"
1941,53033010701,"Census Tract 107.01, King County, Washington",4307,1771,1014,23,788,6,213,492,1598,2709,889,208,318,18,100,0,42,203,208,681,331,78,111,0,90,0,52,0,71,260,3087,1485,585,5,598,6,119,289,1319,1768,5Y22,107.01,Seattle,2.2,2,High Point,"High Point, Delridge"
1942,53033010702,"Census Tract 107.02, King County, Washington",4919,1978,1755,61,714,0,28,383,1921,2998,1489,314,867,0,128,0,11,169,273,1216,323,225,72,0,7,0,10,9,225,98,3107,1439,816,61,579,0,7,205,1423,1684,5Y22,107.02,Seattle,2.2,2,High Point,"High Point, Delridge"
1943,53033010800,"Census Tract 108, King County, Washington",4893,2577,539,4,966,0,92,715,2452,2441,1032,322,142,0,191,0,37,340,290,742,487,265,64,1,116,0,9,32,249,238,3374,1990,333,3,659,0,46,343,1913,1461,5Y22,108,Seattle,2.3,2,Riverview,"Riverview, Delridge"
1944,53033010900,"Census Tract 109, King County, Washington",1317,959,79,2,102,0,6,169,881,436,169,96,0,0,25,0,0,48,84,85,196,145,15,0,36,0,0,0,140,56,952,718,64,2,41,0,6,121,657,295,5Y22,109,Seattle,3.2,3,Georgetown,Georgetown
1945,53033011001,"Census Tract 110.01, King County, Washington",5177,793,1762,22,2065,0,127,408,783,4394,1052,53,485,0,360,0,12,142,43,1009,997,239,147,0,552,0,9,50,239,758,3128,501,1130,22,1153,0,106,216,501,2627,5Y22,110.01,Seattle,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park"
1946,53033011002,"Census Tract 110.02, King County, Washington",4733,515,1354,0,2363,21,211,269,496,4237,1235,66,600,0,448,0,34,87,54,1181,632,46,43,0,500,0,0,43,46,586,2866,403,711,0,1415,21,177,139,396,2470,5Y22,110.02,Seattle,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park"
1947,53033011101,"Census Tract 111.01, King County, Washington",5069,1693,1323,28,1355,148,46,476,1571,3498,827,191,330,0,198,0,0,108,191,636,578,99,168,28,204,57,0,22,99,479,3664,1403,825,0,953,91,46,346,1281,2383,5Y22,111.01,Seattle,4.2,4,Columbia City,"Columbia City, Brighton, Mt. Baker, Lakewood, Genesee, Hillman City"
1948,53033011102,"Census Tract 111.02, King County, Washington",5468,2526,782,0,1110,0,528,522,2419,3049,1231,427,71,0,302,0,273,158,411,820,825,536,94,0,118,0,11,66,536,289,3412,1563,617,0,690,0,244,298,1472,1940,5Y22,111.02,Seattle,4.3,4,Seward Park,"Seward Park, Hillman City"
1949,53033011200,"Census Tract 112, King County, Washington",3902,1644,416,263,990,6,340,243,1444,2458,829,238,150,76,176,0,109,80,238,591,393,212,32,34,106,0,0,9,184,209,2680,1194,234,153,708,6,231,154,1022,1658,5Y22,112,Seattle,3.1,3,South Park,South Park
1950,53033011300,"Census Tract 113, King County, Washington",6219,3202,730,65,619,151,485,967,3066,3153,1063,368,104,39,45,35,85,387,352,711,1070,790,84,1,128,0,0,67,734,336,4086,2044,542,25,446,116,400,513,1980,2106,5Y22,113,Seattle,2.5,2,Highland Park,"Highland Park, Westwood, White Center, South Delridge"
1951,53033011401,"Census Tract 114.01, King County, Washington",5204,2844,715,66,815,19,265,480,2771,2433,722,338,137,0,46,0,61,140,338,384,529,410,12,0,59,11,9,28,410,119,3953,2096,566,66,710,8,195,312,2023,1930,5Y22,114.01,Seattle,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center"
1952,53033011402,"Census Tract 114.02, King County, Washington",4379,1729,306,0,831,14,515,984,1616,2763,823,172,27,0,211,0,103,310,172,651,305,146,8,0,125,6,0,20,146,159,3251,1411,271,0,495,8,412,654,1298,1953,5Y22,114.02,Seattle,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center"
1953,53033011500,"Census Tract 115, King County, Washington",4220,3101,124,0,303,0,34,658,2974,1246,753,388,10,0,88,0,15,252,343,410,539,437,18,0,60,0,0,24,429,110,2928,2276,96,0,155,0,19,382,2202,726,5Y22,115,Seattle,2.4,2,Roxhill/Westwood,"Roxhill, Westwood, South Delridge, White Center"
1954,53033011601,"Census Tract 116.01, King County, Washington",3361,2793,58,0,259,0,16,235,2479,882,678,467,4,0,62,0,0,145,298,380,618,544,0,0,74,0,0,0,544,74,2065,1782,54,0,123,0,16,90,1637,428,5Y22,116.01,Seattle,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park"
1955,53033011602,"Census Tract 116.02, King County, Washington",3581,3185,47,0,62,0,55,232,3024,557,763,607,13,0,12,0,29,102,534,229,533,500,9,0,0,0,0,24,500,33,2285,2078,25,0,50,0,26,106,1990,295,5Y22,116.02,Seattle,1.2,1,Fauntleroy/Seaview,"Fauntleroy, Gatewood, Morgan Junction, Lincoln Park, Seaview, Fairmount Park"
1956,53033011700,"Census Tract 117, King County, Washington",5719,1146,1038,41,2801,0,283,410,1080,4639,1049,115,74,0,522,0,126,212,87,962,979,250,141,16,537,0,27,8,242,737,3691,781,823,25,1742,0,130,190,751,2940,5Y22,117,Seattle,3.4,3,South Beacon Hill/NewHolly,"South Beacon Hill, NewHolly, Holly Park"
1957,53033011801,"Census Tract 118.01, King County, Washington",3226,887,499,9,959,15,421,436,859,2367,754,114,177,0,115,0,189,159,114,640,258,53,57,0,148,0,0,0,53,205,2214,720,265,9,696,15,232,277,692,1522,5Y22,118.01,Seattle,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap"
1958,53033011802,"Census Tract 118.02, King County, Washington",4542,1400,2037,115,330,12,338,310,1361,3181,1246,127,723,0,62,0,198,136,127,1119,639,271,156,87,18,0,38,69,271,368,2657,1002,1158,28,250,12,102,105,963,1694,5Y22,118.02,Seattle,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap"
1959,53033011901,"Census Tract 119.01, King County, Washington",4571,1398,508,88,1719,0,235,623,1260,3311,718,87,118,63,312,0,0,138,36,682,684,164,107,0,286,0,123,4,164,520,3169,1147,283,25,1121,0,112,481,1060,2109,5Y22,119.01,Seattle,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap"
1960,53033011902,"Census Tract 119.02, King County, Washington",3180,1302,763,12,914,0,0,189,1263,1917,606,96,350,0,108,0,0,52,96,510,586,242,116,0,228,0,0,0,242,344,1988,964,297,12,578,0,0,137,925,1063,5Y22,119.02,Seattle,4.1,4,Rainier Beach,"Rainier Beach, Rainier View, Lake Ridge, Dunlap"
1961,53033012000,"Census Tract 120, King County, Washington",3308,2980,6,7,68,0,66,181,2803,505,715,615,0,0,6,0,20,74,574,141,514,472,0,0,26,0,0,16,455,59,2079,1893,6,7,36,0,46,91,1774,305,5Y22,120,Seattle,1.1,1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo"
1962,53033012100,"Census Tract 121, King County, Washington",2842,2275,9,3,241,0,25,289,2213,629,602,381,9,0,49,0,13,150,359,243,644,598,0,0,30,0,0,16,598,46,1596,1296,0,3,162,0,12,123,1256,340,5Y22,121,Seattle,1.1,1,Arbor Heights,"Arbor Heights, Brace Point, Endolyne, Arroyo"
1963,53033020100,"Census Tract 201, King County, Washington",3416,2635,12,64,539,0,20,146,2626,790,585,464,0,0,92,0,0,29,464,121,972,798,0,45,120,0,0,9,789,183,1859,1373,12,19,327,0,20,108,1373,486,5Y22,201,King County Balance,,,,
1964,53033020200,"Census Tract 202, King County, Washington",5695,4470,266,46,460,0,0,453,4470,1225,1058,837,26,24,33,0,0,138,837,221,1437,1311,42,1,53,0,0,30,1311,126,3200,2322,198,21,374,0,0,285,2322,878,5Y22,202,King County Balance,,,,
1965,53033020301,"Census Tract 203.01, King County, Washington",3436,2006,105,0,878,0,264,183,1915,1521,495,164,0,0,161,0,119,51,147,348,518,415,16,0,76,0,0,11,395,123,2423,1427,89,0,641,0,145,121,1373,1050,5Y22,203.01,King County Balance,,,,
1966,53033020302,"Census Tract 203.02, King County, Washington",3969,2429,234,0,617,184,0,505,2206,1763,809,497,57,0,23,92,0,140,382,427,949,580,17,0,320,0,0,32,580,369,2211,1352,160,0,274,92,0,333,1244,967,5Y22,203.02,King County Balance,,,,
1967,53033020401,"Census Tract 204.01, King County, Washington",4090,2632,418,10,509,0,163,358,2617,1473,857,540,112,0,57,0,48,100,533,324,514,394,34,0,58,0,0,28,394,120,2719,1698,272,10,394,0,115,230,1690,1029,5Y22,204.01,King County Balance,,,,
1968,53033020402,"Census Tract 204.02, King County, Washington",5400,4249,167,51,518,0,125,290,4230,1170,1029,697,9,20,68,0,16,219,697,332,824,677,55,20,67,0,5,0,677,147,3547,2875,103,11,383,0,104,71,2856,691,5Y22,204.02,King County Balance,,,,
1969,53033020500,"Census Tract 205, King County, Washington",7498,4188,338,0,1411,0,297,1264,4071,3427,1610,686,106,0,77,0,202,539,623,987,1297,1011,25,0,162,0,0,99,1006,291,4591,2491,207,0,1172,0,95,626,2442,2149,5Y22,205,King County Balance,,,,
1970,53033020600,"Census Tract 206, King County, Washington",3759,2017,460,72,862,0,101,247,1804,1955,881,587,69,0,132,0,0,93,456,425,501,284,0,27,150,0,12,28,284,217,2377,1146,391,45,580,0,89,126,1064,1313,5Y22,206,King County Balance,,,,
1971,53033020700,"Census Tract 207, King County, Washington",4460,2573,518,0,635,13,325,396,2460,2000,751,273,164,0,139,0,113,62,273,478,518,402,38,0,65,0,0,13,393,125,3191,1898,316,0,431,13,212,321,1794,1397,5Y22,207,King County Balance,,,,
1972,53033020800,"Census Tract 208, King County, Washington",4573,3274,148,0,671,19,108,353,3069,1504,895,649,14,0,70,0,49,113,561,334,1101,829,94,0,164,0,7,7,829,272,2577,1796,40,0,437,19,52,233,1679,898,5Y22,208,King County Balance,,,,
1973,53033020900,"Census Tract 209, King County, Washington",3650,2533,84,30,606,0,146,251,2533,1117,736,504,0,0,74,0,33,125,504,232,832,730,0,0,96,0,0,6,730,102,2082,1299,84,30,436,0,113,120,1299,783,5Y22,209,King County Balance,,,,
1974,53033021000,"Census Tract 210, King County, Washington",5813,3548,862,94,873,16,28,392,3449,2364,955,416,269,0,83,0,28,159,416,539,1307,922,136,0,195,16,0,38,921,386,3551,2210,457,94,595,0,0,195,2112,1439,5Y22,210,King County Balance,,,,
1975,53033021100,"Census Tract 211, King County, Washington",4245,3094,118,8,612,9,91,313,2988,1257,678,456,29,0,119,0,4,70,438,240,980,791,0,0,150,0,16,23,764,216,2587,1847,89,8,343,9,71,220,1786,801,5Y22,211,King County Balance,,,,
1976,53033021300,"Census Tract 213, King County, Washington",4203,2600,471,0,709,19,172,232,2541,1662,510,282,83,0,25,0,47,73,282,228,777,652,11,0,94,0,6,14,643,134,2916,1666,377,0,590,19,119,145,1616,1300,5Y22,213,King County Balance,,,,
1977,53033021400,"Census Tract 214, King County, Washington",4027,3292,0,70,287,16,138,224,3279,748,879,724,0,0,51,0,18,86,724,155,759,706,0,0,26,9,0,18,706,53,2389,1862,0,70,210,7,120,120,1849,540,5Y22,214,King County Balance,,,,
1978,53033021500,"Census Tract 215, King County, Washington",5111,4140,63,10,280,57,43,518,4038,1073,1290,1002,36,0,14,0,29,209,983,307,811,713,12,10,67,0,0,9,703,108,3010,2425,15,0,199,57,14,300,2352,658,5Y22,215,King County Balance,,,,
1979,53033021600,"Census Tract 216, King County, Washington",5195,3718,124,32,526,0,40,755,3639,1556,1109,711,11,0,18,0,0,369,711,398,990,705,45,9,231,0,0,0,672,318,3096,2302,68,23,277,0,40,386,2256,840,5Y22,216,King County Balance,,,,
1980,53033021701,"Census Tract 217.01, King County, Washington",4407,2496,175,4,1104,0,208,420,2443,1964,766,399,0,0,213,0,0,154,392,374,630,524,0,0,35,0,0,71,524,106,3011,1573,175,4,856,0,208,195,1527,1484,5Y22,217.01,King County Balance,,,,
1981,53033021702,"Census Tract 217.02, King County, Washington",5082,3366,184,1,872,1,252,406,3142,1940,943,569,30,0,193,0,0,151,507,436,875,819,0,1,55,0,0,0,819,56,3264,1978,154,0,624,1,252,255,1816,1448,5Y22,217.02,King County Balance,,,,
1982,53033021802,"Census Tract 218.02, King County, Washington",6187,4279,43,0,1161,0,252,452,3856,2331,1277,879,0,0,212,0,0,186,651,626,632,632,0,0,0,0,0,0,632,0,4278,2768,43,0,949,0,252,266,2573,1705,5Y22,218.02,King County Balance,,,,
1983,53033021803,"Census Tract 218.03, King County, Washington",6180,4864,80,0,846,18,141,231,4849,1331,1376,1080,11,0,225,0,36,24,1080,296,810,787,0,0,14,0,0,9,787,23,3994,2997,69,0,607,18,105,198,2982,1012,5Y22,218.03,King County Balance,,,,
1984,53033021804,"Census Tract 218.04, King County, Washington",5148,3632,155,0,681,0,261,419,3260,1888,1225,790,79,0,152,0,78,126,639,586,614,544,0,0,40,0,0,30,523,91,3309,2298,76,0,489,0,183,263,2098,1211,5Y22,218.04,King County Balance,,,,
